4,0.002476
4,0.000060
4,0.003394
4,0.003160
1,0.009701
2,0.005021
4,0.003037
8,0.001402
16,0.000805
32,0.004468
64,0.017953
128,0.006420
1,0.013610
2,0.006858
4,0.007025
8,0.001758
16,0.001169
32,0.008923
64,0.003481
128,0.005799
1,0.013607
2,0.006875
4,0.006583
8,0.002197
16,0.001236
32,0.013924
64,0.007508
128,0.001438
256,0.005780
512,0.012287
1024,0.030041
