1,0.000015
2,0.000022
4,0.000024
8,0.000038
16,0.000057
32,0.000098
50,0.026957
100,0.009066
1,0.000019
2,0.000029
3,0.000025
4,0.000440
5,0.000448
6,0.000027
7,0.000030
8,0.000040
